Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NJ,2015,"12        ",Male,17,Right-Handed,173,28,90,1,Bus,10,.381,44,Athletics,500,300,700,800,800,700,29,"Left foot",90,70,"Index finger",November,Summer,No,No,Meat,Water,"Social studies",7,9,4,"Yes - broadband connection","In person",20,30,6,0,4,5,8,0,.5,1,3,2,0,1,Some,"Graduate degree",,Fly,Rich,Relative,"Arts, culture, sports"
USA,DE,2015,"12        ",Male,17,Right-Handed,171,26.67,180.3,1,Car,180,.631,34,"Hockey (Ice)",75,75,30,0,50,25,26.67,"Same length",82.55,76.2,"Index finger",August,Winter,Yes,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",7,2,4,"Yes - broadband connection",Telephone,5,5,24,1,10,3,1,20,0,.5,20,2,27,5,Some,"Graduate degree",Other,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,IL,2015,"12        ",Female,15,Right-Handed,160.2,22,161,3,Bus,45,0.513,40,Soccer,700,200,500,200,600,1000,20,"Right foot",6.5,6,"Index finger",August,Summer,No,No,Desserts,"Soft drink (caffeinated)","Mathematics and statistics",8,10,5,"Yes - broadband connection","Text messaging",1000,1500,7,2,1,0,0,0,10,21,20,0,0,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Business person","Education/Youth development"
USA,PA,2015,"12        ",Female,17,Right-Handed,157,23,158,1,Car,2,.364,41,Tennis,100,500,100,100,500,1000,23.5,"Left foot",8.3,8.7,"Ring finger",October,Fall,No,No,Desserts,Water,"Mathematics and statistics",10,8,5,"Yes - other","Cell phone",85,100,5,.5,5,2,10,0,2,1,2,4,10,2,"A lot","Graduate degree",Pop,Telepathy,Rich,Relative,"Wildlife, animals"
USA,CA,2015,"12        ",Female,16,Right-Handed,176,12,,2,Bicycle,20,.887,66,Walking/Hiking,700,1000,900,900,700,1000,12,"Same length",,,"Same length",January,Summer,No,No,Salads,Water,Science,5,10,4,"Yes - broadband connection","In person",20,50,10,5,15,10,4,0,15,30,4,4,25,7,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,Religious
USA,CA,2015,"12        ",Male,16,Right-Handed,175,26.5,185,2,Car,20,.485,50,Basketball,850,600,850,300,900,950,26.5,"Same length",83,88,"Ring finger",October,,Yes,No,Meat,Water,"Mathematics and statistics",7,10,3,"Yes - broadband connection","In person",80,500,17,30,25,10,5,2,6,20,10,10,0,1,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person","International aid"
USA,DE,2015,"12        ",Male,17,Right-Handed,177.8,27.9,177.8,1,Car,20,.265,55,Baseball/Softball,700,700,700,700,500,900,27.9,"Same length",80,80,"Same length",September,Summer,Yes,No,Pizza/Pasta,Water,Science,6,8,4,"Yes - broadband connection","Text messaging",100,102,10,15,8,5,15,4,6,17,5,5,1,4,"Very little","Graduate degree",Country,Telepathy,Famous,"Coach or club leader","Arts, culture, sports"
USA,CA,2015,"12        ",Male,15,Right-Handed,173,22,164,2,Car,10,.359,56,Skateboarding/Rollerblading,1000,1000,1000,529,1000,1000,23,"Left foot",65,69,"Ring finger",October,Fall,Yes,No,Meat,Water,"Mathematics and statistics",7,12,7,"No internet connection","Text messaging",15,15,15,0,1,10,15,6,6,6,20,8,0,0,"A lot","Graduate degree",Other,Invisibility,Happy,"Sports person",Health
USA,IL,2015,"12        ",Female,17,Left-Handed,167,24,164,2,Bus,30,.369,35,Soccer,487,556,925,481,695,751,26,"Left foot",80,85,"Ring finger",May,Spring,No,No,Seafood,Water,"Social studies",4,7,4,"Yes - broadband connection","Text messaging",300,400,"20 ",1,12,3,8,0,3,50,20,2,25,4,"A lot","Graduate degree",Other,Telepathy,Rich,Politician,"Arts, culture, sports"
USA,OH,2015,"12        ",Female,20,Right-Handed,167.6,20.3,12.7,1,Walk,15,0.712,73,Cycling,700,700,700,800,1000,1000,20.3,"Same length",50,51,"Ring finger",October,Fall,Yes,Yes,Pizza/Pasta,Water,"Social studies",6,8,4,"Yes - other","In person",30,40,50,3,30,20,10,0,11,2,37,3,0,2,"A lot","Graduate degree",Pop,Telepathy,Happy,Friend,"Education/Youth development"
USA,CT,2015,"12        ",Male,17,Right-Handed,172,23,156,3,Walk,0,0.556,30,Other,600,400,500,500,600,1000,23,"Same length",7.1,7.4,"Ring finger",January,Winter,No,No,Meat,Water,Art,8,11,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",6,20,21,0,14,0,14,4,2,1,7,0,0,3,Some,"Graduate degree",Jazz,"Freeze time",Happy,Other,"Arts, culture, sports"
USA,IN,2015,"12        ",Male,18,Right-Handed,175,26,185,1,Car,15,.747,61,Baseball/Softball,25,30,40,70,30,80,26,"Same length",9,90,"Ring finger",October,Spring,Yes,No,Meat,Water,"Physical education",7,9,6,"Yes - other","Text messaging",150,75,10,1,3,5,2,0,8,6,5,2,20,2,Some,"Graduate degree",Country,"Super strength",Rich,"Business person","International aid"
USA,CA,2015,"12        ",Female,17,Right-Handed,154.9,15.2,152.4,1,Car,15,0.356,"54 ",Dancing,600,600,900,800,1000,1000,14.8,"Right foot",152.4,152.5,"Ring finger",April,Spring,No,No,"No favorite",Water,Other,5,6,5,"Yes - broadband connection","Text messaging",500,"520 ",10,1,42,12,18,0,2,60,20,49,0,8,"A lot","Graduate degree",Pop,"Freeze time",Happy,Friend,Health
USA,MA,2015,"12        ",Female,17,Right-Handed,167,25,170,1,Car,3,.441,44,Soccer,600,600,400,300,100,100,25,"Same length",78,81,"Ring finger",February,Summer,Yes,No,Pizza/Pasta,Water,"Physical education",7,10,4,"Yes - broadband connection","Text messaging",15,40,6,1,10,6,10,1,15,20,15,4,0,6,Some,"Graduate degree",Pop,Telepathy,Healthy,"Sports person","Arts, culture, sports"
USA,WI,2015,"12        ",Female,17,Right-Handed,168,25,165,2,Car,11,.398,38,Skateboarding/Rollerblading,800,800,800,800,900,1000,24,"Right foot",7.4,7.4,"Same length",September,Winter,No,No,Breads/Sandwiches,Water,"Mathematics and statistics",8.5,7,2,"Yes - other","Text messaging",200,200,8,2,3,1,15,0,0,100,20,1,56,1,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Happy,Friend,"Wildlife, animals"
USA,MI,2015,"12        ",Female,17,Right-Handed,170,20,21,2,Walk,25,0.331,52,Soccer,1000,722,551,449,262,53.,20,"Same length",65,60,"Same length",August,Summer,No,No,Breads/Sandwiches,Water,Science,9,11,6,"Yes - other","Cell phone",200,200,6,6,20,10,1,7,20,20,4,10,15,7,"A lot","Graduate degree",Pop,"Freeze time",Healthy,"Community leader or elder","International aid"
USA,CO,2015,"12        ",Female,17,Right-Handed,162,24,160,1,Car,10,,,Golf,500,500,700,500,500,700,23,"Left foot",50,45,"Index finger",November,Fall,Yes,No,Meat,Water,"Mathematics and statistics",6,9,7,"Yes - broadband connection","Text messaging",50,60,30,2,10,2,12,1,30,25,20,5,12,3,"A lot","Graduate degree",Country,Telepathy,Healthy,Friend,Health
USA,NC,2015,"12        ",Female,17,Right-Handed,178,24,175,2,Car,5,0.384,40,Walking/Hiking,610,508,674,695,711,813,24,"Same length",76,76,"Same length",June,Spring,Yes,No,Pizza/Pasta,Water,Other,7,9,5,"Yes - other","In person",5,4,5,1,15,20,5,3,3,2,5,20,10,4,Some,"Less than high school",Techno/Electronic,"Freeze time",Healthy,"Religious figure",Health
USA,OH,2015,"12        ",Female,21,Right-Handed,160,25,150,1,Walk,15,.425,40,Walking/Hiking,500,500,100,900,1000,1000,25,"Same length",63,60,"Ring finger",March,Summer,Yes,No,Pizza/Pasta,Water,English,8,10,3,"Yes - broadband connection","Text messaging",500,500,20,4,20,10,1,0,6,10,20,5,0,5,"A lot","Undergraduate degree",Country,"Freeze time",Happy,Relative,"Education/Youth development"
USA,MI,2015,"12        ",Female,17,Right-Handed,155,22,155,1,Car,5,.361,47,None,500,500,350,350,800,800,21.5,"Right foot",70,65,"Index finger",July,Summer,Yes,No,Pizza/Pasta,Water,English,7,12,4,"Yes - broadband connection","Text messaging",15,50,5,1,4,5,12,0,5,15,20,20,8,3,Some,"Graduate degree",Pop,,Happy,Actor,Health
USA,CA,2015,"12        ",Female,17,Right-Handed,154,21,162,2,Car,4,0.439,8,Bowling,700,800,1000,700,100,400,21,"Same length",65,70,"Ring finger",September,Fall,No,No,Pizza/Pasta,Water,Other,9,10,7,"Yes - other","In person",10,15,10,1,4,15,5,0,4,2,3,7,0,5,Some,"Graduate degree",Other,Telepathy,Healthy,Relative,Health
USA,KS,2015,"12        ",Male,16,Right-Handed,178,26,,1,Bus,40,.501,,Running/Jogging,600,600,500,500,1000,1000,26,"Same length",100,95,"Ring finger",October,Spring,No,No,Pizza/Pasta,Coffee,Music,7,8,6,"Yes - broadband connection","In person",0,0,7,0,0,6,10,25,0,0,5,0,3,2,Some,"Graduate degree",Jazz,"Freeze time",Happy,Other,"Arts, culture, sports"
USA,MI,2015,"12        ",Female,17,Right-Handed,1701,24,160,1,Car,5,.659,,Swimming,5,4,2,3,6,1,26,"Left foot",75,80,"Ring finger",October,Fall,Yes,No,Desserts,Water,Music,7,9,5,"Yes - other","Text messaging",200,220,20,,,,,,,,,,,,,,,,,,
USA,FL,2015,"12        ",Male,17,Right-Handed,182,24,181,2,Car,20,0.75,62,Soccer,600,800,1000,750,800,900,24,"Same length",90,29,"Ring finger",March,Winter,No,No,Poultry,Water,"Social studies",7,9,4,"Yes - broadband connection","In person",50,50,3,3,3,4,2,3,3,5,1,2,4,3,Some,"Graduate degree","Rock and roll",Telepathy,Happy,Politician,"International aid"
USA,CO,2015,"12        ",Male,17,Left-Handed,163,24,166,1,Car,5,.416,48,Walking/Hiking,300,200,150,350,600,700,25,"Left foot",70,65,"Index finger",January,Winter,No,No,Pizza/Pasta,Coffee,"Social studies",7,10,5,"Yes - broadband connection","Text messaging",100,100,10,1,5,5,10,0,25,20,10,7,25,1,"A lot","Undergraduate degree",Pop,Invisibility,Famous,Friend,Health
USA,NY,2015,"12        ",Female,17,Right-Handed,162,24,160,4,"Rail (Train/Tram/Subway)",45,0.708,37,Other,900,800,800,700,800,900,24,"Same length",91,98,"Ring finger",October,Winter,Yes,No,Desserts,Coffee,Science,4,7,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",1000,1500,20,5,5,21,28,28,35,35,35,5,10,21,Some,"Graduate degree",Other,Telepathy,Happy,"Coach or club leader",Health
USA,CA,2015,"12        ",Female,17,Right-Handed,74.6,24,164,2,Car,4,.484,28,Other,867,758,965,623,657,689,25,"Left foot",84,86,"Ring finger",May,Winter,Yes,No,Pizza/Pasta,Juice,English,6,8,5,"Yes - broadband connection","Internet chat or instant messaging",15,19,14,3,20,8,5,0,10,9,25,12,10,3,"A lot","Graduate degree",Country,Invisibility,Happy,Relative,"International aid"
USA,IN,2015,"12        ",Male,17,Right-Handed," "," "," ",1,Car,15,.271,35,"Football (American)"," "," "," "," "," "," ",,"Same length",,,"Ring finger",August,Summer,Yes,No,Meat,Water,"Physical education",6,5,4,"Yes - broadband connection","Text messaging",50,60,9,7,8,11,18,3,4,5,3,6,12,7,Some,"Graduate degree",Country,"Super strength",Happy,Relative,"Arts, culture, sports"
USA,IN,2015,"12        ",Female,17,Right-Handed,156.2,15.5,158,1,Bus,20,.321,47,Swimming,332,545,166,957,1000,1000,16.5,"Left foot",89,92,"Ring finger",June,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Art,8,11,3,"Yes - broadband connection","In person",3,2,2,1,3,7,0,3,8,3,21,2,0,2,"A lot","Undergraduate degree",Pop,Telepathy,Happy,Other,"Arts, culture, sports"
USA,VA,2015,"12        ",Female,18,Right-Handed,165.1,16.51,172,1,Car,7,.323,34,None,551,353,722,840,449,444,16.51,"Same length",7.5,7.6,"Ring finger",December,Summer,No,No,"No favorite",Water,Other,7,6,3,"Yes - dial-up connection","In person",100,100,100,24,5,80,0,0,50,165,60,10,10,15,"Very little",Other,Other,Fly,Happy,Other,Other
USA,PA,2015,"12        ",Male,17,Ambidextrous,203.2,31,208,1,Bus,10,.44,47,Bowling,875,875,700,900,900,925,33,"Left foot",90,86,"Index finger",May,Fall,Yes,No,Pizza/Pasta,Tea,"Computers and technology",8,12,4,"Yes - broadband connection","Text messaging",15,10,1,0,1,3,1,1,1,1,3,20,0,2,Some,"Graduate degree","Rock and roll",Telepathy,Happy,"Business person",Other
USA,IN,2015,"12        ",Female,17,Right-Handed,165,24,162,1,Car,12,.74,92,Walking/Hiking,900,700,700,600,500,400,23,"Right foot",7,6,"Index finger",June,Spring,No,No,"Rice/Noodle dishes",Water,Art,5,10,8,"Yes - broadband connection","In person"," 1",3,10,7,12,42,7,7,7,14,24.5,14,11,7,"A lot","Graduate degree",Classical,Telepathy,Happy,Actor,"International aid"
USA,NY,2015,"12        ",Male,17,Right-Handed,183,25,191,1,Car,10,0.343,40,Baseball/Softball,300,700,800,400,800,900,25,"Same length",83,70,"Ring finger",September,Summer,Yes,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",9,7,5,"Yes - broadband connection","Text messaging",10,10,10,1,5,8,6,1,9,4,5,9,8,1,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Rich,"Business person","Education/Youth development"
USA,VA,2015,"12        ",Male,17,Ambidextrous,183,28,180,1,Car,5,0.288,36,Lacrosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,UT,2015,"12        ",Female,17,Right-Handed,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2015,"12        ",Male,16,Right-Handed,180.5,25,179,1,Car,5,.458,50,Walking/Hiking,1000,1000,925,800,350,350,25,"Same length",92,95,"Ring finger",November,Fall,Yes,No,Pizza/Pasta,,,7.5,9,4,,,0,0,3,0,3,4,8,10,0,.25,21,0,0,2,,,,,,,
USA,MA,2015,"12        ",Male,20,Right-Handed,67,35,67,1,"Rail (Train/Tram/Subway)",45,0.454,45,Basketball,1000,1000,1000,1000,422,578,35,"Same length",30,30,"Same length",October,Summer,Yes,No,Meat,Coffee,Art,8,10,4,"Yes - other","Text messaging",150,100,4,1,3,3,5,6,1,1,1,8,8,2,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,Actor,"International aid"
USA,CA,2015,"12        ",Female,17,Right-Handed,156,21,150,2,Car,10,0.324,31,"Martial Arts",800,500,600,300,900,900,22,"Left foot",63,65,"Ring finger",September,Fall,No,No,Meat,Water,Science,4,8,4,"Yes - broadband connection","Text messaging",30,30,5,1,50,3,1,0,10,14,10,0,0,7,"A lot","Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,Relative,"International aid"
USA,PA,2015,"12        ",Male,17,Right-Handed,185,,187,1,Bus,15,.455,44,Lacrosse,750,600,500,700,800,1000,,,,,,June,Spring,Yes,No,Other,Tea,"Computers and technology",7,9,5,"Yes - broadband connection","Text messaging",30,25,12,1,5,30,7,2,4,4,5,3,15,5,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,Relative,Health
USA,IN,2015,"12        ",Male,17,Right-Handed,169,26,164,1,Car,15,.362,36,Soccer,690,444,257,37,251,267,26,"Same length",30,32,"Ring finger",January,Summer,No,No,Seafood,"Soft drink (caffeinated)",Music,5,7,3,"Yes - broadband connection","Text messaging",70,70,36,0,9,18,10,7,5,5,5,10,15,0,"A lot","Graduate degree","Punk rock",Fly,Happy,"Musician or singer","Arts, culture, sports"
USA,MA,2015,"12        ",Female,17,Right-Handed,,,,2,Walk,30,0.442,65,Soccer,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KS,2015,"12        ",Female,17,Right-Handed,151,8,60,1,Car,10,.591,37,Running/Jogging,872,775,914,914,551,604,8,"Same length",63.5,63.5,"Ring finger",December,Fall,Yes,No,Desserts,Water,English,6.5,8,5,"Yes - broadband connection","Text messaging",8,12,2,0,24,6,10,0,0,2,8,1,0,4,"A lot","Graduate degree",Pop,"Freeze time",Happy,Teacher,Health
USA,CA,2015,"12        ",Female,17,Right-Handed,600,700,34,2,Bus,45,19,99,Skateboarding/Rollerblading,201,400,700,1,900,900,76,,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Super strength",Rich,Other,"International aid"
USA,MA,2015,"12        ",Female,17,Right-Handed,160,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MA,2015,"12        ",Male,18,Right-Handed,162,19,,2,Bus,20,0.379,36,Bowling,813,701,1000,1000,406,620,19,"Same length",3.5,3.7,"Ring finger",March,Summer,No,No,Fruit,"Soft drink (non-caffeinated)","Computers and technology",6,10,5,"Yes - dial-up connection","Text messaging",200,150,1,2,1,0,2,0,0,10,0,3,5,2,Some,"Graduate degree",Pop,Telepathy,Happy,Friend,"International aid"
USA,DE,2015,"12        ",Male,17,Right-Handed,177.8,28.3,182.8,1,Car,20,.379,38,Swimming,900,750,800,800,800,950,28.3,"Same length",76.2,69.85,"Index finger",July,Summer,Yes,No,Meat,"Soft drink (non-caffeinated)",History,7,6,7,"Yes - broadband connection","Internet chat or instant messaging",34,35,16,1,6,10,3,13,1,3,6,5,0,5,Some,"Graduate degree",Techno/Electronic,"Freeze time",Rich,"Community leader or elder","Education/Youth development"
USA,MI,2015,"12        ",Female,17,Right-Handed,153,25,77,1,Car,25,.9,55,Athletics,1000,1000,900,900,1000,1000,24,"Right foot",60,70,"Ring finger",May,Fall,No,No,Fruit,Water,Science,6,9,3,"Yes - broadband connection","Text messaging",4,1,2,.5,30,5,28,10,20,4,10,10,0,0,,,,,,,
USA,VA,2015,"12        ",Male,16,Left-Handed,177.8,25.4,177.8,1,Bus,7,0.35,47,Lacrosse,500,500,750,800,1000,1000,24.13,"Right foot",91.44,88.9,"Ring finger",August,Summer,No,No,"Rice/Noodle dishes",Water,"Computers and technology",6,8,5,"Yes - broadband connection","Internet chat or instant messaging",50,50,3,0,3,4,0,63,2,8,70,1,0,2,Some,"Undergraduate degree",Techno/Electronic,Fly,Happy,"Community leader or elder","Education/Youth development"
USA,FL,2015,"12        ",Female,17,Right-Handed,157.8,22.4,159.0,1,Car,50,0.46,48,Running/Jogging,100,600,500,100,900,1000,22.6,"Left foot",67,70,"Ring finger",January,Spring,Yes,No,Desserts,Water,English,7,10,4,"Yes - broadband connection","In person",100,100,14,,,,,,,,,,,,,,,,,,
USA,TN,2015,"12        ",Male,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AL,2015,"12        ",Male,17,Right-Handed,182.8,30.48,182.8,2,Car,5,0.389,55,Walking/Hiking,,,,,,,30.48,"Same length",76.3,76.3,"Same length",October,Winter,No,No,Poultry,Water,"Mathematics and statistics",10,10,3,"Yes - broadband connection","Text messaging",15,30,7,0,0,2,0,2,7,1,2,1,0,0,"Very little","Graduate degree",Pop,Fly,Happy,Relative,Environment
USA,MI,2015,"12        ",Male,17,Right-Handed,180,25,187,1,Car,5,.23,20,Baseball/Softball,654,765,734,632,854,762,25,"Left foot",100,100,"Index finger",October,Fall,No,No,Meat,Water,"Physical education",8,8,4,"Yes - other","Text messaging",300,300,10,1,3,12,12,1,4,10,3,5,0,0,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,"Business person",Environment
USA,MA,2015,"12        ",Female,17,Right-Handed,,,,1,Walk,15,0.376,39,Other,1000,500,800,800,0,200,,,,,,August,Fall,No,No,Pizza/Pasta,Water,English,6,7,5,"Yes - other","Text messaging",200,200,9,2,7,28,5,0,6,20,12,0,26,7,"A lot","Graduate degree",Other,Telepathy,Happy,Relative,Health
USA,OK,2015,"12        ",Male,17,Right-Handed,190,29,195,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CO,2015,"12        ",Male,17,Right-Handed,182,28,183,3,Car,10,0.352,54,Dancing,100,100,3000,400,8500,8000,28,"Same length",80,90,"Ring finger",November,Spring,No,No,Meat,"Energy drink",Science,6,11,3,"Yes - broadband connection","In person",10,40,15,3,25,1,1,1,4,5,22,10,0,0,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Rich,"Business person",Health
USA,TX,2015,"12        ",Female,17,Right-Handed,165.1,23,166,2,Car,7,0.376,37,Tennis,390,700,800,400,875,850,23.5,"Left foot",7.5,8,"Ring finger",November,Winter,Yes,No,"Rice/Noodle dishes",Water,Music,5,9,4,"Yes - broadband connection","Text messaging",49,60,0,.33,56,1,0,0,7,28,35,0,0,3,"A lot",Other,Pop,"Freeze time",Happy,"Doctor or nurse","International aid"
USA,VA,2015,"12        ",Male,17,Right-Handed,175,25,169,2,Car,10,.322,42.2,Swimming,787,856,725,800,999,999,24,"Right foot",90,100,"Ring finger",March,Winter,Yes,No,Meat,Water,History,8,9,5,"Yes - broadband connection","In person",50,500,7,1,5,6,20,0,7,5,10,5,5,5,Some,"Graduate degree",Country,Fly,Happy,Relative,Health
USA,CA,2015,"12        ",Male,15,Right-Handed,173,22,164,2,Car,10,.359,56,Skateboarding/Rollerblading,1000,1000,1000,529,1000,1000,23,"Left foot",65,69,"Ring finger",October,Fall,Yes,No,Meat,Water,"Mathematics and statistics",7,12,7,"No internet connection","Text messaging",15,15,15,0,1,10,15,6,6,6,20,8,0,0,"A lot","Graduate degree",Other,Invisibility,Happy,"Sports person",Health
USA,MA,2015,"12        ",Female,17,Right-Handed,175.3,23.5,2057,1,Car,45,0.467,44,Other,900,900,950,950,600,650,23.5,"Same length",7.5,8.5,"Ring finger",February,Fall,No,No,Desserts,Water,English,5.5,10,4,"Yes - broadband connection","In person",23,24,5,0,15,0,13,0,4,2,20,1,0,0,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,MT,2015,"12        ",Male,17,Right-Handed,180,26,187,1,Bicycle,4,.255,45,Running/Jogging,500,500,500,500,1000,1000,27,"Left foot",102,106,"Ring finger",September,Fall,No,No,Pizza/Pasta,Water,"Computers and technology",7.5,9,5,"Yes - broadband connection",Other,0,0,0,1,6,3,14,2,16,2,20,0,5,1,"A lot","Undergraduate degree",Techno/Electronic,Invisibility,Happy,"Coach or club leader","Education/Youth development"
USA,FL,2015,"12        ",Male,17,Ambidextrous,176,24,172,1.5,Car,14,.422,77,Soccer,980,69,750,800,14,8,24,"Same length",8.1,8.9,"Ring finger",April,Winter,No,No,Pizza/Pasta,Water,"Physical education",7,9,4,"Yes - broadband connection","Text messaging",69,110,8,1,11,2,12,1,4,5,4,3,1,2,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,Relative,"International aid"
USA,CA,2015,"12        ",Female,17,Right-Handed,158,21.5,60,3,Car,20,0.318,55,Swimming,200,300,600,100,1000,1000,21.5,"Same length",70,75,"Ring finger",November,Spring,Yes,No,Meat,Milk,Music,5,10,5,"Yes - other","Text messaging",49,57,7,10,30,7,3,0,3,20,20,35,0,0,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,Friend,"Arts, culture, sports"
USA,CO,2015,"12        ",Male,18,Right-Handed,206,29,197,1,Car,20,0.418,45,Other,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AL,2015,"12        ",Female,17,Ambidextrous,177.8,27.94,177.8,1,Car,3,.469,56,Basketball,,,,,,,27,"Right foot",75,75,"Same length",October,Winter,No,No,,Tea,Science,7,9,5,"Yes - broadband connection","Cell phone",500,450,15,1,2,4,16,2,8,5,5,1,0,5,"A lot",Other,Classical,Telepathy,Happy,"Religious figure",Health
USA,AZ,2015,"12        ",Male,17,Right-Handed,184,28,184,2,Car,3,.276,33,Bowling,500,600,600,700,950,980,28,"Same length",78,70,"Index finger",January,Fall,No,No,Meat,Water,Science,8,12,3,"Yes - other","Text messaging",500,500,10,.5,10,20,20,5,5,20,30,5,10,10,"A lot","Graduate degree",Country,Fly,Rich,"Business person","International aid"
USA,NC,2015,"12        ",Female,18,Right-Handed,69,22,47,2,Car,10,.791,38,Other,600,400,600,600,800,1000,23,"Left foot",9,8,"Index finger",October,Winter,No,No,Desserts,Water,Art,4,7,7,"Yes - broadband connection","Text messaging",300,400,,,,,,,,,,,,,Some,Other,"Rap/Hip hop",Fly,Rich,,"International aid"
USA,MI,2015,"12        ",Female,16,Right-Handed,169,26,160,1,Car,8,.345,40,Dancing,400,400,400,400,700,800,26,"Same length",80,70,"Index finger",October,Summer,No,No,Meat,"Soft drink (caffeinated)",English,6,8,2,"Yes - broadband connection","Text messaging",400,500,24,7,16,24,40,0,50,50,30,19,0,2,Some,"Graduate degree",Pop,Fly,Happy,Relative,Health
USA,CA,2015,"12        ",Male,17,Right-Handed,174,25,173,2,Car,39,0.29,50,Golf,717,663,786,733,401,401,25,"Same length",8,8.2,"Ring finger",May,Spring,No,No,Meat,Water,Other,6,8,4,"Yes - broadband connection","Text messaging",130,300,16,1,21,3,12,3,10,10,14,3,0,2,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Rich,"Sports person","Education/Youth development"
USA,CA,2015,"12        ",Female,17,Right-Handed,155,,155,1,Car,5,0.603,47,Other,100,1000,1000,1000,0,50,,,,,"Ring finger",January,Summer,No,No,"Rice/Noodle dishes",Tea,"Physical education",6,10,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",1000,1000,5,0,25,4,11,0,25,25,25,0,0,160,,,,,,,
USA,PA,2015,"12        ",Male,18,Right-Handed,177,28,166,1,Car,15,.417,86,Bowling,450,550,450,450,800,800,28,"Same length",90,105,"Ring finger",June,Summer,No,No,Pizza/Pasta,Milk,Other,8,10,3,"Yes - other","In person",2,1,4,0,6,3,0,8,0,0,7,8,0,1,Some,"Graduate degree",Other,"Freeze time",Happy,Relative,Religious
USA,OR,2015,"12        ",Male,17,Right-Handed,169,25,167,2,Car,20,0.33,38,Other,750,750,700,700,800,900,25,"Same length",,70,"Index finger",January,Spring,Yes,No,Desserts,"Soft drink (caffeinated)",Music,6,12,4,"Yes - broadband connection","Text messaging",10,11,18,1,5,2,1,30,5,4,30,2,0,2,"Very little","Undergraduate degree","Rock and roll",Fly,Happy,"Musician or singer",Other
USA,CO,2015,"12        ",Female,17,Right-Handed,167.6,23.5,183,1.5,Car,6,0.4,34,Basketball,545,754,433,374,711,749,23.5,"Same length",74,80,"Ring finger",March,Spring,No,No,Meat,Milk,"Mathematics and statistics",6.5,10,6,"Yes - dial-up connection","Internet chat or instant messaging",10,7,20,4,6,7,9,2,13,5,6,9,3,4,"A lot","Undergraduate degree",Country,Fly,Healthy,Friend,"Wildlife, animals"
